관중통계(전체현황),,,,,,,,,,,,
"선택항목 : 단체 : KBO   시즌 : 2021,2022,2023,2024  시즌구분  : 전체   구단구분 : 전체     요일 :   undefined :  undefined :",,,,,,,,,,,,
단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
KBO,정규리그,2023 시즌,2023,06,27,화,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,30.2℃,"5,349"
KBO,정규리그,2023 시즌,2023,06,27,화,한화,KT,대전 한화생명 이글스파크,비,31.4℃,"4,625"
KBO,정규리그,2023 시즌,2023,06,25,일,키움히어로즈,두산,서울고척스카이돔,구름많음,33.1℃,"9,549"
KBO,정규리그,2023 시즌,2023,06,25,일,LG,롯데,서울 잠실 야구장,구름많음,33.1℃,"20,846"
KBO,정규리그,2023 시즌,2023,06,25,일,SSG,삼성,인천SSG 랜더스필드,구름많음,30.8℃,"14,722"
KBO,정규리그,2023 시즌,2023,06,25,일,NC,한화,창원NC파크,비,27.7℃,0
KBO,정규리그,2023 시즌,2023,06,25,일,KIA,KT,광주-기아 챔피언스 필드,비,28℃,0
KBO,정규리그,2023 시즌,2023,06,24,토,LG,롯데,서울 잠실 야구장,맑음,31.1℃,"23,750"
KBO,정규리그,2023 시즌,2023,06,24,토,KIA,KT,광주-기아 챔피언스 필드,흐림,31.9℃,"14,043"
KBO,정규리그,2023 시즌,2023,06,24,토,SSG,삼성,인천SSG 랜더스필드,맑음,28.8℃,"20,062"
KBO,정규리그,2023 시즌,2023,06,24,토,NC,한화,창원NC파크,흐림,30.8℃,"13,791"
KBO,정규리그,2023 시즌,2023,06,24,토,키움히어로즈,두산,서울고척스카이돔,맑음,31.1℃,"11,717"
KBO,정규리그,2023 시즌,2023,06,23,금,키움히어로즈,두산,서울고척스카이돔,구름조금,29.9℃,"7,316"
KBO,정규리그,2023 시즌,2023,06,23,금,KIA,KT,광주-기아 챔피언스 필드,구름조금,32.1℃,"9,018"
KBO,정규리그,2023 시즌,2023,06,23,금,NC,한화,창원NC파크,구름조금,31.6℃,"6,376"
KBO,정규리그,2023 시즌,2023,06,23,금,SSG,삼성,인천SSG 랜더스필드,구름조금,26.7℃,"12,744"
KBO,정규리그,2023 시즌,2023,06,23,금,LG,롯데,서울 잠실 야구장,구름조금,29.9℃,"21,089"
KBO,정규리그,2023 시즌,2023,06,22,목,두산,SSG,서울 잠실 야구장,구름많음,26.4℃,"7,291"
KBO,정규리그,2023 시즌,2023,06,22,목,삼성,키움히어로즈,대구 삼성 라이온즈 파크,구름많음,29.1℃,"10,176"
KBO,정규리그,2023 시즌,2023,06,22,목,NC,LG,창원NC파크,구름많음,29.9℃,"4,997"
KBO,정규리그,2023 시즌,2023,06,22,목,KT,롯데,수원케이티위즈파크,비,25.8℃,"7,861"
KBO,정규리그,2023 시즌,2023,06,22,목,한화,KIA,대전 한화생명 이글스파크,구름많음,28.4℃,"7,675"
KBO,정규리그,2023 시즌,2023,06,21,수,두산,SSG,서울 잠실 야구장,비,22.1℃,"5,473"
KBO,정규리그,2023 시즌,2023,06,21,수,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,23.9℃,"7,453"
KBO,정규리그,2023 시즌,2023,06,21,수,NC,LG,창원NC파크,비,23.4℃,"3,571"
KBO,정규리그,2023 시즌,2023,06,21,수,KT,롯데,수원케이티위즈파크,비,23.5℃,"6,024"
KBO,정규리그,2023 시즌,2023,06,21,수,한화,KIA,대전 한화생명 이글스파크,비,24.4℃,"5,207"
KBO,정규리그,2023 시즌,2023,06,20,화,한화,KIA,대전 한화생명 이글스파크,비,27.7℃,"5,451"
KBO,정규리그,2023 시즌,2023,06,20,화,KT,롯데,수원케이티위즈파크,비,25.7℃,"5,773"
KBO,정규리그,2023 시즌,2023,06,20,화,NC,LG,창원NC파크,비,28.8℃,"3,433"
KBO,정규리그,2023 시즌,2023,06,20,화,삼성,키움히어로즈,대구 삼성 라이온즈 파크,구름많음,28.3℃,"7,667"
KBO,정규리그,2023 시즌,2023,06,20,화,두산,SSG,서울 잠실 야구장,비,26.4℃,"6,186"
KBO,정규리그,2023 시즌,2023,06,18,일,LG,두산,서울 잠실 야구장,구름조금,32.6℃,"19,038"
KBO,정규리그,2023 시즌,2023,06,18,일,SSG,롯데,인천SSG 랜더스필드,구름조금,27.3℃,"19,156"
KBO,정규리그,2023 시즌,2023,06,18,일,KT,삼성,수원케이티위즈파크,구름조금,31℃,"10,137"
KBO,정규리그,2023 시즌,2023,06,18,일,KIA,NC,광주-기아 챔피언스 필드,구름조금,33.5℃,"13,967"
KBO,정규리그,2023 시즌,2023,06,18,일,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,33.1℃,"8,163"
KBO,정규리그,2023 시즌,2023,06,17,토,한화,키움히어로즈,대전 한화생명 이글스파크,구름많음,32.5℃,"11,008"
KBO,정규리그,2023 시즌,2023,06,17,토,KIA,NC,광주-기아 챔피언스 필드,구름많음,31.3℃,"15,992"
KBO,정규리그,2023 시즌,2023,06,17,토,KT,삼성,수원케이티위즈파크,구름조금,29.7℃,"14,935"
KBO,정규리그,2023 시즌,2023,06,17,토,SSG,롯데,인천SSG 랜더스필드,구름많음,26.3℃,"23,000"
KBO,정규리그,2023 시즌,2023,06,17,토,LG,두산,서울 잠실 야구장,구름조금,30.2℃,"22,878"
KBO,정규리그,2023 시즌,2023,06,16,금,LG,두산,서울 잠실 야구장,맑음,28.9℃,"18,826"
KBO,정규리그,2023 시즌,2023,06,16,금,SSG,롯데,인천SSG 랜더스필드,맑음,25.7℃,"18,013"
KBO,정규리그,2023 시즌,2023,06,16,금,KT,삼성,수원케이티위즈파크,맑음,28.4℃,"6,998"
KBO,정규리그,2023 시즌,2023,06,16,금,KIA,NC,광주-기아 챔피언스 필드,맑음,32.4℃,"10,170"
KBO,정규리그,2023 시즌,2023,06,16,금,한화,키움히어로즈,대전 한화생명 이글스파크,맑음,31.9℃,"7,005"
KBO,정규리그,2023 시즌,2023,06,15,목,LG,삼성,서울 잠실 야구장,구름조금,28.3℃,"12,023"
KBO,정규리그,2023 시즌,2023,06,15,목,SSG,KT,인천SSG 랜더스필드,맑음,24.3℃,"6,736"
KBO,정규리그,2023 시즌,2023,06,15,목,롯데,한화,부산 사직 야구장,구름조금,26℃,"12,594"
KBO,정규리그,2023 시즌,2023,06,15,목,NC,두산,창원NC파크,구름조금,27.3℃,"3,633"
KBO,정규리그,2023 시즌,2023,06,15,목,키움히어로즈,KIA,서울고척스카이돔,구름조금,28.3℃,"8,528"
KBO,정규리그,2023 시즌,2023,06,14,수,키움히어로즈,KIA,서울고척스카이돔,비,25℃,"8,016"
KBO,정규리그,2023 시즌,2023,06,14,수,NC,두산,창원NC파크,비,28.4℃,"3,154"
KBO,정규리그,2023 시즌,2023,06,14,수,롯데,한화,부산 사직 야구장,비,25.8℃,"10,803"
KBO,정규리그,2023 시즌,2023,06,14,수,SSG,KT,인천SSG 랜더스필드,구름조금,24℃,"6,579"
KBO,정규리그,2023 시즌,2023,06,14,수,LG,삼성,서울 잠실 야구장,비,25℃,"11,725"
KBO,정규리그,2023 시즌,2023,06,13,화,LG,삼성,서울 잠실 야구장,구름조금,26℃,"11,103"
KBO,정규리그,2023 시즌,2023,06,13,화,SSG,KT,인천SSG 랜더스필드,구름조금,23.3℃,"6,568"
KBO,정규리그,2023 시즌,2023,06,13,화,롯데,한화,부산 사직 야구장,구름많음,25.6℃,"16,007"
KBO,정규리그,2023 시즌,2023,06,13,화,NC,두산,창원NC파크,구름많음,29.2℃,"3,699"
KBO,정규리그,2023 시즌,2023,06,13,화,키움히어로즈,KIA,서울고척스카이돔,구름조금,26℃,"7,834"
KBO,정규리그,2023 시즌,2023,06,11,일,한화,LG,대전 한화생명 이글스파크,구름조금,30℃,"7,601"
KBO,정규리그,2023 시즌,2023,06,11,일,KT,키움히어로즈,수원케이티위즈파크,구름조금,27.9℃,"6,806"
KBO,정규리그,2023 시즌,2023,06,11,일,NC,SSG,창원NC파크,맑음,29.4℃,"7,210"
KBO,정규리그,2023 시즌,2023,06,11,일,삼성,롯데,대구 삼성 라이온즈 파크,구름많음,30.6℃,"18,496"
KBO,정규리그,2023 시즌,2023,06,11,일,두산,KIA,서울 잠실 야구장,비,27.3℃,"18,623"
KBO,정규리그,2023 시즌,2023,06,10,토,두산,KIA,서울 잠실 야구장,비,28.5℃,"22,233"
KBO,정규리그,2023 시즌,2023,06,10,토,삼성,롯데,대구 삼성 라이온즈 파크,구름조금,31.5℃,"24,000"
KBO,정규리그,2023 시즌,2023,06,10,토,NC,SSG,창원NC파크,맑음,30.2℃,"11,026"
KBO,정규리그,2023 시즌,2023,06,10,토,KT,키움히어로즈,수원케이티위즈파크,구름많음,28.1℃,"9,622"
KBO,정규리그,2023 시즌,2023,06,10,토,한화,LG,대전 한화생명 이글스파크,비,31.7℃,"11,072"
KBO,정규리그,2023 시즌,2023,06,09,금,두산,KIA,서울 잠실 야구장,비,28.4℃,"16,250"
KBO,정규리그,2023 시즌,2023,06,09,금,삼성,롯데,대구 삼성 라이온즈 파크,맑음,31℃,"15,893"
KBO,정규리그,2023 시즌,2023,06,09,금,NC,SSG,창원NC파크,맑음,31.3℃,"5,110"
KBO,정규리그,2023 시즌,2023,06,09,금,KT,키움히어로즈,수원케이티위즈파크,비,28.1℃,"5,033"
KBO,정규리그,2023 시즌,2023,06,09,금,한화,LG,대전 한화생명 이글스파크,비,29.2℃,"6,005"
KBO,정규리그,2023 시즌,2023,06,08,목,키움히어로즈,LG,서울고척스카이돔,비,23.9℃,"6,076"
KBO,정규리그,2023 시즌,2023,06,08,목,KIA,SSG,광주-기아 챔피언스 필드,구름많음,29℃,"6,646"
KBO,정규리그,2023 시즌,2023,06,08,목,삼성,NC,대구 삼성 라이온즈 파크,구름조금,29.3℃,"5,989"
KBO,정규리그,2023 시즌,2023,06,08,목,롯데,KT,부산 사직 야구장,구름많음,25.4℃,"10,504"
KBO,정규리그,2023 시즌,2023,06,08,목,두산,한화,서울 잠실 야구장,비,23.9℃,"8,509"
KBO,정규리그,2023 시즌,2023,06,07,수,두산,한화,서울 잠실 야구장,흐림,25.7℃,"8,497"
KBO,정규리그,2023 시즌,2023,06,07,수,롯데,KT,부산 사직 야구장,구름많음,25.3℃,"10,066"
KBO,정규리그,2023 시즌,2023,06,07,수,삼성,NC,대구 삼성 라이온즈 파크,구름많음,29.4℃,"7,119"
KBO,정규리그,2023 시즌,2023,06,07,수,KIA,SSG,광주-기아 챔피언스 필드,구름많음,28.6℃,"7,569"
KBO,정규리그,2023 시즌,2023,06,07,수,키움히어로즈,LG,서울고척스카이돔,흐림,25.7℃,"5,390"
KBO,정규리그,2023 시즌,2023,06,06,화,삼성,NC,대구 삼성 라이온즈 파크,구름조금,30.1℃,"14,639"
KBO,정규리그,2023 시즌,2023,06,06,화,롯데,KT,부산 사직 야구장,구름조금,23.5℃,"20,441"
KBO,정규리그,2023 시즌,2023,06,06,화,키움히어로즈,LG,서울고척스카이돔,구름많음,25.2℃,"14,903"
KBO,정규리그,2023 시즌,2023,06,06,화,KIA,SSG,광주-기아 챔피언스 필드,구름조금,28.4℃,"15,130"
KBO,정규리그,2023 시즌,2023,06,06,화,두산,한화,서울 잠실 야구장,구름많음,25.2℃,"21,146"
KBO,정규리그,2023 시즌,2023,06,04,일,롯데,KIA,부산 사직 야구장,구름많음,27.8℃,"22,990"
KBO,정규리그,2023 시즌,2023,06,04,일,LG,NC,서울 잠실 야구장,구름조금,28℃,"15,096"
KBO,정규리그,2023 시즌,2023,06,04,일,SSG,키움히어로즈,인천SSG 랜더스필드,구름조금,23.8℃,"17,007"
KBO,정규리그,2023 시즌,2023,06,04,일,KT,두산,수원케이티위즈파크,구름조금,26.9℃,"10,239"
KBO,정규리그,2023 시즌,2023,06,04,일,한화,삼성,대전 한화생명 이글스파크,구름많음,28.7℃,"12,000"
KBO,정규리그,2023 시즌,2023,06,03,토,한화,삼성,대전 한화생명 이글스파크,맑음,28.1℃,"12,000"
KBO,정규리그,2023 시즌,2023,06,03,토,KT,두산,수원케이티위즈파크,맑음,26.9℃,"12,155"
KBO,정규리그,2023 시즌,2023,06,03,토,롯데,KIA,부산 사직 야구장,맑음,24.7℃,"22,990"
KBO,정규리그,2023 시즌,2023,06,03,토,SSG,키움히어로즈,인천SSG 랜더스필드,맑음,25.9℃,"19,071"
KBO,정규리그,2023 시즌,2023,06,03,토,LG,NC,서울 잠실 야구장,맑음,27.8℃,"18,890"
KBO,정규리그,2023 시즌,2023,06,02,금,LG,NC,서울 잠실 야구장,구름조금,25℃,"10,238"
KBO,정규리그,2023 시즌,2023,06,02,금,SSG,키움히어로즈,인천SSG 랜더스필드,구름조금,22.6℃,"12,533"
KBO,정규리그,2023 시즌,2023,06,02,금,롯데,KIA,부산 사직 야구장,비,27.8℃,"18,996"
KBO,정규리그,2023 시즌,2023,06,02,금,KT,두산,수원케이티위즈파크,구름조금,23.9℃,"5,157"
KBO,정규리그,2023 시즌,2023,06,02,금,한화,삼성,대전 한화생명 이글스파크,구름조금,27.2℃,"6,675"
KBO,정규리그,2023 시즌,2023,06,01,목,한화,키움히어로즈,대전 한화생명 이글스파크,흐림,28℃,"5,040"
KBO,정규리그,2023 시즌,2023,06,01,목,KIA,KT,광주-기아 챔피언스 필드,비,21.1℃,0
KBO,정규리그,2023 시즌,2023,06,01,목,NC,두산,창원NC파크,비,19.3℃,0
KBO,정규리그,2023 시즌,2023,06,01,목,SSG,삼성,인천SSG 랜더스필드,구름많음,24.9℃,"9,028"
KBO,정규리그,2023 시즌,2023,06,01,목,LG,롯데,서울 잠실 야구장,흐림,26.3℃,"22,020"
KBO,정규리그,2023 시즌,2023,05,31,수,LG,롯데,서울 잠실 야구장,구름많음,28.2℃,"21,269"
KBO,정규리그,2023 시즌,2023,05,31,수,SSG,삼성,인천SSG 랜더스필드,구름많음,24.9℃,"10,745"
KBO,정규리그,2023 시즌,2023,05,31,수,NC,두산,창원NC파크,맑음,27.6℃,"4,180"
KBO,정규리그,2023 시즌,2023,05,31,수,KIA,KT,광주-기아 챔피언스 필드,비,28.9℃,"7,244"
KBO,정규리그,2023 시즌,2023,05,31,수,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,28.3℃,"4,384"
KBO,정규리그,2023 시즌,2023,05,30,화,LG,롯데,서울 잠실 야구장,구름많음,28.9℃,"20,330"
KBO,정규리그,2023 시즌,2023,05,30,화,SSG,삼성,인천SSG 랜더스필드,구름조금,25.8℃,"10,232"
KBO,정규리그,2023 시즌,2023,05,30,화,NC,두산,창원NC파크,맑음,25.5℃,"3,180"
KBO,정규리그,2023 시즌,2023,05,30,화,KIA,KT,광주-기아 챔피언스 필드,비,23.9℃,"5,352"
KBO,정규리그,2023 시즌,2023,05,30,화,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,26.5℃,"4,486"
KBO,정규리그,2023 시즌,2023,05,28,일,키움히어로즈,롯데,서울고척스카이돔,비,20.2℃,"16,000"
KBO,정규리그,2023 시즌,2023,05,28,일,KIA,LG,광주-기아 챔피언스 필드,비,26.8℃,"17,015"
KBO,정규리그,2023 시즌,2023,05,28,일,NC,한화,창원NC파크,비,24.3℃,0
KBO,정규리그,2023 시즌,2023,05,28,일,삼성,KT,대구 삼성 라이온즈 파크,비,23.3℃,"14,523"
KBO,정규리그,2023 시즌,2023,05,28,일,두산,SSG,서울 잠실 야구장,비,20.2℃,0
KBO,정규리그,2023 시즌,2023,05,27,토,두산,SSG,서울 잠실 야구장,비,20.7℃,0
KBO,정규리그,2023 시즌,2023,05,27,토,삼성,KT,대구 삼성 라이온즈 파크,비,26.9℃,"17,305"
KBO,정규리그,2023 시즌,2023,05,27,토,NC,한화,창원NC파크,비,28℃,"9,558"
KBO,정규리그,2023 시즌,2023,05,27,토,KIA,LG,광주-기아 챔피언스 필드,흐림,27.8℃,"17,931"
KBO,정규리그,2023 시즌,2023,05,27,토,키움히어로즈,롯데,서울고척스카이돔,비,20.7℃,"16,000"
KBO,정규리그,2023 시즌,2023,05,26,금,키움히어로즈,롯데,서울고척스카이돔,비,27.3℃,"11,692"
KBO,정규리그,2023 시즌,2023,05,26,금,KIA,LG,광주-기아 챔피언스 필드,흐림,25.9℃,"10,954"
KBO,정규리그,2023 시즌,2023,05,26,금,NC,한화,창원NC파크,맑음,25.4℃,"5,952"
KBO,정규리그,2023 시즌,2023,05,26,금,삼성,KT,대구 삼성 라이온즈 파크,흐림,28.2℃,"12,874"
KBO,정규리그,2023 시즌,2023,05,26,금,두산,SSG,서울 잠실 야구장,비,27.3℃,"10,428"
KBO,정규리그,2023 시즌,2023,05,25,목,두산,삼성,서울 잠실 야구장,구름조금,27.4℃,"11,005"
KBO,정규리그,2023 시즌,2023,05,25,목,SSG,LG,인천SSG 랜더스필드,구름조금,24.8℃,"17,575"
KBO,정규리그,2023 시즌,2023,05,25,목,롯데,NC,부산 사직 야구장,구름많음,23.3℃,"15,221"
KBO,정규리그,2023 시즌,2023,05,25,목,KT,키움히어로즈,수원케이티위즈파크,구름조금,26.2℃,"5,235"
KBO,정규리그,2023 시즌,2023,05,25,목,한화,KIA,대전 한화생명 이글스파크,구름많음,27.6℃,"8,186"
KBO,정규리그,2023 시즌,2023,05,24,수,두산,삼성,서울 잠실 야구장,구름많음,25.9℃,"11,108"
KBO,정규리그,2023 시즌,2023,05,24,수,SSG,LG,인천SSG 랜더스필드,구름많음,22℃,"16,829"
KBO,정규리그,2023 시즌,2023,05,24,수,롯데,NC,부산 사직 야구장,구름많음,22.9℃,"14,244"
KBO,정규리그,2023 시즌,2023,05,24,수,KT,키움히어로즈,수원케이티위즈파크,구름많음,25.5℃,"5,173"
KBO,정규리그,2023 시즌,2023,05,24,수,한화,KIA,대전 한화생명 이글스파크,구름많음,27.1℃,"7,004"
KBO,정규리그,2023 시즌,2023,05,23,화,한화,KIA,대전 한화생명 이글스파크,맑음,25.4℃,"6,376"
KBO,정규리그,2023 시즌,2023,05,23,화,KT,키움히어로즈,수원케이티위즈파크,맑음,25.3℃,"4,203"
KBO,정규리그,2023 시즌,2023,05,23,화,롯데,NC,부산 사직 야구장,맑음,22.6℃,"15,047"
KBO,정규리그,2023 시즌,2023,05,23,화,SSG,LG,인천SSG 랜더스필드,맑음,24.6℃,"12,508"
KBO,정규리그,2023 시즌,2023,05,23,화,두산,삼성,서울 잠실 야구장,맑음,26.9℃,"10,733"
KBO,정규리그,2023 시즌,2023,05,21,일,LG,한화,서울 잠실 야구장,비,21.9℃,"22,054"
KBO,정규리그,2023 시즌,2023,05,21,일,롯데,SSG,부산 사직 야구장,구름조금,23.2℃,"22,990"
KBO,정규리그,2023 시즌,2023,05,21,일,NC,삼성,창원NC파크,맑음,30.6℃,"10,910"
KBO,정규리그,2023 시즌,2023,05,21,일,KT,두산,수원케이티위즈파크,흐림,20.8℃,"10,521"
KBO,정규리그,2023 시즌,2023,05,21,일,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,24.1℃,"14,617"
KBO,정규리그,2023 시즌,2023,05,20,토,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,27.8℃,"19,030"
KBO,정규리그,2023 시즌,2023,05,20,토,KT,두산,수원케이티위즈파크,구름조금,26.2℃,"13,253"
KBO,정규리그,2023 시즌,2023,05,20,토,NC,삼성,창원NC파크,맑음,28.1℃,"14,870"
KBO,정규리그,2023 시즌,2023,05,20,토,롯데,SSG,부산 사직 야구장,맑음,22.2℃,"22,990"
KBO,정규리그,2023 시즌,2023,05,20,토,LG,한화,서울 잠실 야구장,구름조금,26.7℃,"23,750"
KBO,정규리그,2023 시즌,2023,05,19,금,LG,한화,서울 잠실 야구장,맑음,27.8℃,"19,798"
KBO,정규리그,2023 시즌,2023,05,19,금,롯데,SSG,부산 사직 야구장,비,21.8℃,"19,011"
KBO,정규리그,2023 시즌,2023,05,19,금,NC,삼성,창원NC파크,맑음,22.5℃,"8,493"
KBO,정규리그,2023 시즌,2023,05,19,금,KT,두산,수원케이티위즈파크,구름조금,25.9℃,"6,817"
KBO,정규리그,2023 시즌,2023,05,19,금,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,25.3℃,"11,290"
KBO,정규리그,2023 시즌,2023,05,18,목,LG,KT,서울 잠실 야구장,비,27.6℃,"9,155"
KBO,정규리그,2023 시즌,2023,05,18,목,삼성,KIA,대구 삼성 라이온즈 파크,비,21.4℃,0
KBO,정규리그,2023 시즌,2023,05,18,목,NC,SSG,창원NC파크,비,20.1℃,0
KBO,정규리그,2023 시즌,2023,05,18,목,키움히어로즈,두산,서울고척스카이돔,비,27.6℃,"5,742"
KBO,정규리그,2023 시즌,2023,05,18,목,한화,롯데,대전 한화생명 이글스파크,흐림,22.1℃,"6,116"
KBO,정규리그,2023 시즌,2023,05,17,수,한화,롯데,대전 한화생명 이글스파크,구름조금,31.4℃,"6,269"
KBO,정규리그,2023 시즌,2023,05,17,수,키움히어로즈,두산,서울고척스카이돔,구름조금,28.7℃,"5,232"
KBO,정규리그,2023 시즌,2023,05,17,수,NC,SSG,창원NC파크,맑음,29.9℃,"4,344"
KBO,정규리그,2023 시즌,2023,05,17,수,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,32.7℃,"10,979"
KBO,정규리그,2023 시즌,2023,05,17,수,LG,KT,서울 잠실 야구장,구름조금,28.7℃,"9,838"
KBO,정규리그,2023 시즌,2023,05,16,화,LG,KT,서울 잠실 야구장,맑음,31.2℃,"8,567"
KBO,정규리그,2023 시즌,2023,05,16,화,삼성,KIA,대구 삼성 라이온즈 파크,맑음,33.6℃,"9,112"
KBO,정규리그,2023 시즌,2023,05,16,화,NC,SSG,창원NC파크,맑음,32.2℃,"4,113"
KBO,정규리그,2023 시즌,2023,05,16,화,키움히어로즈,두산,서울고척스카이돔,맑음,31.2℃,"5,662"
KBO,정규리그,2023 시즌,2023,05,16,화,한화,롯데,대전 한화생명 이글스파크,맑음,31.1℃,"6,138"
KBO,정규리그,2023 시즌,2023,05,14,일,키움히어로즈,NC,서울고척스카이돔,맑음,23.8℃,"5,634"
KBO,정규리그,2023 시즌,2023,05,14,일,KT,롯데,수원케이티위즈파크,맑음,23.1℃,"15,470"
KBO,정규리그,2023 시즌,2023,05,14,일,삼성,LG,대구 삼성 라이온즈 파크,구름조금,27.8℃,"18,569"
KBO,정규리그,2023 시즌,2023,05,14,일,SSG,한화,인천SSG 랜더스필드,맑음,21℃,"20,757"
KBO,정규리그,2023 시즌,2023,05,14,일,두산,KIA,서울 잠실 야구장,맑음,23.8℃,"23,750"
KBO,정규리그,2023 시즌,2023,05,13,토,두산,KIA,서울 잠실 야구장,구름조금,23.9℃,"23,750"
KBO,정규리그,2023 시즌,2023,05,13,토,SSG,한화,인천SSG 랜더스필드,구름조금,20.6℃,"23,000"
KBO,정규리그,2023 시즌,2023,05,13,토,삼성,LG,대구 삼성 라이온즈 파크,구름많음,24.5℃,"21,817"
KBO,정규리그,2023 시즌,2023,05,13,토,KT,롯데,수원케이티위즈파크,구름조금,23℃,"18,700"
KBO,정규리그,2023 시즌,2023,05,13,토,키움히어로즈,NC,서울고척스카이돔,구름조금,23.9℃,"6,573"
KBO,정규리그,2023 시즌,2023,05,12,금,키움히어로즈,NC,서울고척스카이돔,구름조금,24.7℃,"3,866"
KBO,정규리그,2023 시즌,2023,05,12,금,KT,롯데,수원케이티위즈파크,구름많음,24.3℃,"10,937"
KBO,정규리그,2023 시즌,2023,05,12,금,삼성,LG,대구 삼성 라이온즈 파크,흐림,26.4℃,"13,765"
KBO,정규리그,2023 시즌,2023,05,12,금,SSG,한화,인천SSG 랜더스필드,구름조금,22.8℃,"14,395"
KBO,정규리그,2023 시즌,2023,05,12,금,두산,KIA,서울 잠실 야구장,구름조금,24.7℃,"20,563"
KBO,정규리그,2023 시즌,2023,05,11,목,LG,키움히어로즈,서울 잠실 야구장,구름조금,26.7℃,"11,773"
KBO,정규리그,2023 시즌,2023,05,11,목,롯데,두산,부산 사직 야구장,구름조금,22.6℃,"13,350"
KBO,정규리그,2023 시즌,2023,05,11,목,KT,NC,수원케이티위즈파크,구름조금,26℃,"3,934"
KBO,정규리그,2023 시즌,2023,05,11,목,KIA,SSG,광주-기아 챔피언스 필드,구름조금,27.8℃,"8,898"
KBO,정규리그,2023 시즌,2023,05,11,목,한화,삼성,대전 한화생명 이글스파크,구름조금,27.2℃,"6,007"
KBO,정규리그,2023 시즌,2023,05,10,수,한화,삼성,대전 한화생명 이글스파크,구름조금,25.8℃,"5,865"
KBO,정규리그,2023 시즌,2023,05,10,수,KIA,SSG,광주-기아 챔피언스 필드,구름조금,26.7℃,"8,481"
KBO,정규리그,2023 시즌,2023,05,10,수,KT,NC,수원케이티위즈파크,구름조금,25.3℃,"3,734"
KBO,정규리그,2023 시즌,2023,05,10,수,롯데,두산,부산 사직 야구장,구름조금,23.7℃,"11,435"
KBO,정규리그,2023 시즌,2023,05,10,수,LG,키움히어로즈,서울 잠실 야구장,맑음,26℃,"12,125"
KBO,정규리그,2023 시즌,2023,05,09,화,LG,키움히어로즈,서울 잠실 야구장,맑음,24.4℃,"10,421"
KBO,정규리그,2023 시즌,2023,05,09,화,롯데,두산,부산 사직 야구장,맑음,23.6℃,"11,643"
KBO,정규리그,2023 시즌,2023,05,09,화,KT,NC,수원케이티위즈파크,맑음,22.6℃,"2,764"
KBO,정규리그,2023 시즌,2023,05,09,화,KIA,SSG,광주-기아 챔피언스 필드,맑음,25.3℃,"8,916"
KBO,정규리그,2023 시즌,2023,05,09,화,한화,삼성,대전 한화생명 이글스파크,맑음,25.4℃,"5,014"
KBO,정규리그,2023 시즌,2023,05,07,일,두산,LG,서울 잠실 야구장,구름많음,18.6℃,"22,073"
KBO,정규리그,2023 시즌,2023,05,07,일,롯데,삼성,부산 사직 야구장,비,13.4℃,0
KBO,정규리그,2023 시즌,2023,05,07,일,NC,KIA,창원NC파크,비,13.1℃,0
KBO,정규리그,2023 시즌,2023,05,07,일,키움히어로즈,SSG,서울고척스카이돔,구름많음,18.6℃,"7,623"
KBO,정규리그,2023 시즌,2023,05,07,일,한화,KT,대전 한화생명 이글스파크,비,15.7℃,"8,551"
KBO,정규리그,2023 시즌,2023,05,06,토,한화,KT,대전 한화생명 이글스파크,비,19.7℃,0
KBO,정규리그,2023 시즌,2023,05,06,토,키움히어로즈,SSG,서울고척스카이돔,비,15.5℃,"11,063"
KBO,정규리그,2023 시즌,2023,05,06,토,NC,KIA,창원NC파크,비,20.1℃,0
KBO,정규리그,2023 시즌,2023,05,06,토,롯데,삼성,부산 사직 야구장,비,18.6℃,0
KBO,정규리그,2023 시즌,2023,05,06,토,두산,LG,서울 잠실 야구장,비,15.5℃,0
KBO,정규리그,2023 시즌,2023,05,05,금,두산,LG,서울 잠실 야구장,비,21.6℃,0
KBO,정규리그,2023 시즌,2023,05,05,금,롯데,삼성,부산 사직 야구장,비,18.6℃,0
KBO,정규리그,2023 시즌,2023,05,05,금,NC,KIA,창원NC파크,비,20.7℃,0
KBO,정규리그,2023 시즌,2023,05,05,금,키움히어로즈,SSG,서울고척스카이돔,비,21.6℃,"16,000"
KBO,정규리그,2023 시즌,2023,05,05,금,한화,KT,대전 한화생명 이글스파크,비,20.8℃,0
KBO,정규리그,2023 시즌,2023,05,04,목,KIA,롯데,광주-기아 챔피언스 필드,비,19.5℃,0
KBO,정규리그,2023 시즌,2023,05,04,목,NC,LG,창원NC파크,비,20.6℃,0
KBO,정규리그,2023 시즌,2023,05,04,목,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,22.9℃,"12,076"
KBO,정규리그,2023 시즌,2023,05,04,목,SSG,KT,인천SSG 랜더스필드,흐림,26℃,"7,529"
