관중통계(전체현황),,,,,,,,,,,,
"선택항목 : 단체 : KBO   시즌 : 2021,2022,2023,2024  시즌구분  : 전체   구단구분 : 전체     요일 :   undefined :  undefined :",,,,,,,,,,,,
단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
KBO,정규리그,2021 시즌,2021,07,09,금,두산,LG,서울 잠실 야구장,구름많음,29.2℃,0
KBO,정규리그,2021 시즌,2021,07,08,목,두산,NC,서울 잠실 야구장,비,29.8℃,0
KBO,정규리그,2021 시즌,2021,07,08,목,롯데,LG,부산 사직 야구장,비,27.7℃,0
KBO,정규리그,2021 시즌,2021,07,08,목,삼성,KT,대구 삼성 라이온즈 파크,비,29.6℃,1994
KBO,정규리그,2021 시즌,2021,07,08,목,키움히어로즈,SSG,서울고척스카이돔,비,29.8℃,1436
KBO,정규리그,2021 시즌,2021,07,08,목,한화,KIA,대전 한화생명 이글스파크,비,30.7℃,0
KBO,정규리그,2021 시즌,2021,07,07,수,한화,KIA,대전 한화생명 이글스파크,비,28.5℃,518
KBO,정규리그,2021 시즌,2021,07,07,수,키움히어로즈,SSG,서울고척스카이돔,비,29.1℃,1328
KBO,정규리그,2021 시즌,2021,07,07,수,삼성,KT,대구 삼성 라이온즈 파크,비,26.2℃,0
KBO,정규리그,2021 시즌,2021,07,07,수,롯데,LG,부산 사직 야구장,비,26.4℃,0
KBO,정규리그,2021 시즌,2021,07,07,수,두산,NC,서울 잠실 야구장,비,29.1℃,924
KBO,정규리그,2021 시즌,2021,07,06,화,두산,NC,서울 잠실 야구장,구름많음,30.1℃,1633
KBO,정규리그,2021 시즌,2021,07,06,화,롯데,LG,부산 사직 야구장,비,24.7℃,0
KBO,정규리그,2021 시즌,2021,07,06,화,삼성,KT,대구 삼성 라이온즈 파크,비,25.8℃,0
KBO,정규리그,2021 시즌,2021,07,06,화,키움히어로즈,SSG,서울고척스카이돔,구름많음,30.1℃,1549
KBO,정규리그,2021 시즌,2021,07,06,화,한화,KIA,대전 한화생명 이글스파크,비,26.2℃,0
KBO,정규리그,2021 시즌,2021,07,05,월,KIA,두산,광주-기아 챔피언스 필드,비,23.1℃,0
KBO,정규리그,2021 시즌,2021,07,05,월,KT,키움히어로즈,수원케이티위즈파크,흐림,27.4℃,1015
KBO,정규리그,2021 시즌,2021,07,05,월,NC,삼성,창원NC파크,비,24.4℃,0
KBO,정규리그,2021 시즌,2021,07,05,월,SSG,롯데,인천SSG 랜더스필드,흐림,25.5℃,2473
KBO,정규리그,2021 시즌,2021,07,05,월,LG,한화,서울 잠실 야구장,흐림,26.9℃,2075
KBO,정규리그,2021 시즌,2021,07,04,일,LG,한화,서울 잠실 야구장,비,23.1℃,3428
KBO,정규리그,2021 시즌,2021,07,04,일,SSG,롯데,인천SSG 랜더스필드,비,22.4℃,4288
KBO,정규리그,2021 시즌,2021,07,04,일,NC,삼성,창원NC파크,비,30.8℃,3603
KBO,정규리그,2021 시즌,2021,07,04,일,KT,키움히어로즈,수원케이티위즈파크,비,24.7℃,2066
KBO,정규리그,2021 시즌,2021,07,04,일,KIA,두산,광주-기아 챔피언스 필드,비,25.4℃,1218
KBO,정규리그,2021 시즌,2021,07,03,토,KIA,두산,광주-기아 챔피언스 필드,비,25.4℃,0
KBO,정규리그,2021 시즌,2021,07,03,토,KT,키움히어로즈,수원케이티위즈파크,비,26.8℃,0
KBO,정규리그,2021 시즌,2021,07,03,토,NC,삼성,창원NC파크,비,25.2℃,0
KBO,정규리그,2021 시즌,2021,07,03,토,SSG,롯데,인천SSG 랜더스필드,비,26.6℃,0
KBO,정규리그,2021 시즌,2021,07,03,토,LG,한화,서울 잠실 야구장,비,25.7℃,0
KBO,정규리그,2021 시즌,2021,07,02,금,LG,한화,서울 잠실 야구장,구름많음,31.8℃,4589
KBO,정규리그,2021 시즌,2021,07,02,금,SSG,롯데,인천SSG 랜더스필드,구름조금,31.2℃,4529
KBO,정규리그,2021 시즌,2021,07,02,금,KT,키움히어로즈,수원케이티위즈파크,구름조금,31.9℃,1667
KBO,정규리그,2021 시즌,2021,07,02,금,KIA,두산,광주-기아 챔피언스 필드,구름많음,31.4℃,1391
KBO,정규리그,2021 시즌,2021,07,02,금,NC,삼성,창원NC파크,구름많음,30.6℃,3608
KBO,정규리그,2021 시즌,2021,07,01,목,LG,KT,서울 잠실 야구장,맑음,31℃,2919
KBO,정규리그,2021 시즌,2021,07,01,목,SSG,삼성,인천SSG 랜더스필드,구름조금,29.3℃,3239
KBO,정규리그,2021 시즌,2021,07,01,목,KIA,NC,광주-기아 챔피언스 필드,구름조금,31.2℃,842
KBO,정규리그,2021 시즌,2021,07,01,목,키움히어로즈,롯데,서울고척스카이돔,맑음,31℃,2049
KBO,정규리그,2021 시즌,2021,07,01,목,한화,두산,대전 한화생명 이글스파크,구름조금,32℃,1255
KBO,정규리그,2021 시즌,2021,06,30,수,LG,KT,서울 잠실 야구장,비,28.8℃,2851
KBO,정규리그,2021 시즌,2021,06,30,수,SSG,삼성,인천SSG 랜더스필드,구름많음,28℃,2481
KBO,정규리그,2021 시즌,2021,06,30,수,SSG,삼성,인천SSG 랜더스필드,구름많음,28℃,2886
KBO,정규리그,2021 시즌,2021,06,30,수,LG,KT,서울 잠실 야구장,비,28.8℃,0
KBO,정규리그,2021 시즌,2021,06,30,수,KIA,NC,광주-기아 챔피언스 필드,비,28.8℃,0
KBO,정규리그,2021 시즌,2021,06,30,수,키움히어로즈,롯데,서울고척스카이돔,비,28.8℃,2001
KBO,정규리그,2021 시즌,2021,06,30,수,한화,두산,대전 한화생명 이글스파크,비,30.1℃,1082
KBO,정규리그,2021 시즌,2021,06,29,화,LG,KT,서울 잠실 야구장,비,28.4℃,0
KBO,정규리그,2021 시즌,2021,06,29,화,SSG,삼성,인천SSG 랜더스필드,구름많음,27.9℃,3120
KBO,정규리그,2021 시즌,2021,06,29,화,KIA,NC,광주-기아 챔피언스 필드,비,29.3℃,746
KBO,정규리그,2021 시즌,2021,06,29,화,키움히어로즈,롯데,서울고척스카이돔,비,28.4℃,1639
KBO,정규리그,2021 시즌,2021,06,29,화,한화,두산,대전 한화생명 이글스파크,비,29.4℃,0
KBO,정규리그,2021 시즌,2021,06,27,일,두산,롯데,서울 잠실 야구장,비,30.8℃,4549
KBO,정규리그,2021 시즌,2021,06,27,일,삼성,LG,대구 삼성 라이온즈 파크,구름조금,29.9℃,8007
KBO,정규리그,2021 시즌,2021,06,27,일,NC,SSG,창원NC파크,구름조금,29.9℃,2771
KBO,정규리그,2021 시즌,2021,06,27,일,키움히어로즈,KIA,서울고척스카이돔,비,30.8℃,2696
KBO,정규리그,2021 시즌,2021,06,27,일,한화,KT,대전 한화생명 이글스파크,비,30.3℃,1545
KBO,정규리그,2021 시즌,2021,06,26,토,삼성,LG,대구 삼성 라이온즈 파크,비,27.2℃,3445
KBO,정규리그,2021 시즌,2021,06,26,토,두산,롯데,서울 잠실 야구장,비,26.7℃,5297
KBO,정규리그,2021 시즌,2021,06,26,토,NC,SSG,창원NC파크,비,27℃,3576
KBO,정규리그,2021 시즌,2021,06,26,토,키움히어로즈,KIA,서울고척스카이돔,비,26.7℃,3346
KBO,정규리그,2021 시즌,2021,06,26,토,한화,KT,대전 한화생명 이글스파크,비,26.5℃,2241
KBO,정규리그,2021 시즌,2021,06,26,토,삼성,LG,대구 삼성 라이온즈 파크,비,27.2℃,8162
KBO,정규리그,2021 시즌,2021,06,25,금,두산,롯데,서울 잠실 야구장,구름조금,29.5℃,3558
KBO,정규리그,2021 시즌,2021,06,25,금,삼성,LG,대구 삼성 라이온즈 파크,비,29.8℃,0
KBO,정규리그,2021 시즌,2021,06,25,금,키움히어로즈,KIA,서울고척스카이돔,구름조금,29.5℃,1981
KBO,정규리그,2021 시즌,2021,06,25,금,한화,KT,대전 한화생명 이글스파크,비,30.5℃,1123
KBO,정규리그,2021 시즌,2021,06,25,금,NC,SSG,창원NC파크,구름많음,29.4℃,2375
KBO,정규리그,2021 시즌,2021,06,24,목,두산,키움히어로즈,서울 잠실 야구장,구름조금,28℃,1773
KBO,정규리그,2021 시즌,2021,06,24,목,SSG,LG,인천SSG 랜더스필드,구름조금,26℃,4253
KBO,정규리그,2021 시즌,2021,06,24,목,롯데,NC,부산 사직 야구장,구름많음,25.4℃,2197
KBO,정규리그,2021 시즌,2021,06,24,목,삼성,한화,대구 삼성 라이온즈 파크,구름많음,28.5℃,3029
KBO,정규리그,2021 시즌,2021,06,24,목,KT,KIA,수원케이티위즈파크,맑음,27.9℃,1625
KBO,정규리그,2021 시즌,2021,06,23,수,KT,KIA,수원케이티위즈파크,비,26.2℃,1368
KBO,정규리그,2021 시즌,2021,06,23,수,삼성,한화,대구 삼성 라이온즈 파크,비,24.4℃,2366
KBO,정규리그,2021 시즌,2021,06,23,수,롯데,NC,부산 사직 야구장,구름많음,25.4℃,1705
KBO,정규리그,2021 시즌,2021,06,23,수,SSG,LG,인천SSG 랜더스필드,구름조금,26℃,3587
KBO,정규리그,2021 시즌,2021,06,23,수,두산,키움히어로즈,서울 잠실 야구장,비,27.9℃,1585
KBO,정규리그,2021 시즌,2021,06,22,화,두산,키움히어로즈,서울 잠실 야구장,구름많음,28.6℃,1364
KBO,정규리그,2021 시즌,2021,06,22,화,SSG,LG,인천SSG 랜더스필드,구름많음,25.7℃,3625
KBO,정규리그,2021 시즌,2021,06,22,화,롯데,NC,부산 사직 야구장,비,25.1℃,2036
KBO,정규리그,2021 시즌,2021,06,22,화,삼성,한화,대구 삼성 라이온즈 파크,비,26.5℃,2127
KBO,정규리그,2021 시즌,2021,06,22,화,KT,KIA,수원케이티위즈파크,구름많음,28.5℃,1668
KBO,정규리그,2021 시즌,2021,06,20,일,LG,KIA,서울 잠실 야구장,구름조금,29℃,6602
KBO,정규리그,2021 시즌,2021,06,20,일,롯데,삼성,부산 사직 야구장,구름조금,26.5℃,3485
KBO,정규리그,2021 시즌,2021,06,20,일,NC,키움히어로즈,창원NC파크,구름조금,31.4℃,2071
KBO,정규리그,2021 시즌,2021,06,20,일,KT,두산,수원케이티위즈파크,구름조금,29.6℃,2585
KBO,정규리그,2021 시즌,2021,06,20,일,한화,SSG,대전 한화생명 이글스파크,구름조금,31℃,2107
KBO,정규리그,2021 시즌,2021,06,19,토,KT,두산,수원케이티위즈파크,구름조금,27.4℃,2274
KBO,정규리그,2021 시즌,2021,06,19,토,LG,KIA,서울 잠실 야구장,구름조금,27.4℃,7405
KBO,정규리그,2021 시즌,2021,06,19,토,롯데,삼성,부산 사직 야구장,맑음,27.2℃,5382
KBO,정규리그,2021 시즌,2021,06,19,토,NC,키움히어로즈,창원NC파크,맑음,30.2℃,3074
KBO,정규리그,2021 시즌,2021,06,19,토,한화,SSG,대전 한화생명 이글스파크,구름조금,29.1℃,3552
KBO,정규리그,2021 시즌,2021,06,19,토,KT,두산,수원케이티위즈파크,구름조금,27.4℃,2922
KBO,정규리그,2021 시즌,2021,06,18,금,LG,KIA,서울 잠실 야구장,비,21.4℃,4860
KBO,정규리그,2021 시즌,2021,06,18,금,롯데,삼성,부산 사직 야구장,비,22℃,1737
KBO,정규리그,2021 시즌,2021,06,18,금,KT,두산,수원케이티위즈파크,비,21.4℃,1445
KBO,정규리그,2021 시즌,2021,06,18,금,한화,SSG,대전 한화생명 이글스파크,비,23.5℃,1084
KBO,정규리그,2021 시즌,2021,06,18,금,NC,키움히어로즈,창원NC파크,비,26.3℃,1273
KBO,정규리그,2021 시즌,2021,06,17,목,두산,삼성,서울 잠실 야구장,흐림,25℃,3258
KBO,정규리그,2021 시즌,2021,06,17,목,NC,KT,창원NC파크,비,24.9℃,1143
KBO,정규리그,2021 시즌,2021,06,17,목,KIA,SSG,광주-기아 챔피언스 필드,비,25.7℃,925
KBO,정규리그,2021 시즌,2021,06,17,목,키움히어로즈,LG,서울고척스카이돔,흐림,25℃,1739
KBO,정규리그,2021 시즌,2021,06,17,목,한화,롯데,대전 한화생명 이글스파크,비,25.4℃,1078
KBO,정규리그,2021 시즌,2021,06,16,수,KIA,SSG,광주-기아 챔피언스 필드,구름많음,28℃,573
KBO,정규리그,2021 시즌,2021,06,16,수,한화,롯데,대전 한화생명 이글스파크,구름많음,27.2℃,805
KBO,정규리그,2021 시즌,2021,06,16,수,KIA,SSG,광주-기아 챔피언스 필드,구름많음,28℃,916
KBO,정규리그,2021 시즌,2021,06,16,수,한화,롯데,대전 한화생명 이글스파크,구름많음,27.2℃,1150
KBO,정규리그,2021 시즌,2021,06,16,수,두산,삼성,서울 잠실 야구장,맑음,28.9℃,3702
KBO,정규리그,2021 시즌,2021,06,16,수,NC,KT,창원NC파크,비,23.5℃,1127
KBO,정규리그,2021 시즌,2021,06,16,수,키움히어로즈,LG,서울고척스카이돔,맑음,28.9℃,1445
KBO,정규리그,2021 시즌,2021,06,15,화,두산,삼성,서울 잠실 야구장,비,25.3℃,2706
KBO,정규리그,2021 시즌,2021,06,15,화,NC,KT,창원NC파크,비,22.7℃,0
KBO,정규리그,2021 시즌,2021,06,15,화,KIA,SSG,광주-기아 챔피언스 필드,비,22.6℃,0
KBO,정규리그,2021 시즌,2021,06,15,화,키움히어로즈,LG,서울고척스카이돔,비,25.3℃,1348
KBO,정규리그,2021 시즌,2021,06,15,화,한화,롯데,대전 한화생명 이글스파크,비,24.1℃,1067
KBO,정규리그,2021 시즌,2021,06,13,일,롯데,KIA,부산 사직 야구장,구름많음,26.8℃,2119
KBO,정규리그,2021 시즌,2021,06,13,일,LG,두산,서울 잠실 야구장,구름조금,29.7℃,2472
KBO,정규리그,2021 시즌,2021,06,13,일,SSG,키움히어로즈,인천SSG 랜더스필드,구름많음,24.1℃,2300
KBO,정규리그,2021 시즌,2021,06,13,일,삼성,NC,대구 삼성 라이온즈 파크,비,31.7℃,2240
KBO,정규리그,2021 시즌,2021,06,13,일,KT,한화,수원케이티위즈파크,구름조금,28.9℃,2000
KBO,정규리그,2021 시즌,2021,06,13,일,롯데,KIA,부산 사직 야구장,구름많음,26.8℃,2284
KBO,정규리그,2021 시즌,2021,06,12,토,롯데,KIA,부산 사직 야구장,비,21.6℃,0
KBO,정규리그,2021 시즌,2021,06,12,토,LG,두산,서울 잠실 야구장,구름조금,30.2℃,2472
KBO,정규리그,2021 시즌,2021,06,12,토,SSG,키움히어로즈,인천SSG 랜더스필드,구름많음,27.3℃,2300
KBO,정규리그,2021 시즌,2021,06,12,토,롯데,KIA,부산 사직 야구장,비,21.6℃,0
KBO,정규리그,2021 시즌,2021,06,12,토,삼성,NC,대구 삼성 라이온즈 파크,흐림,28℃,2317
KBO,정규리그,2021 시즌,2021,06,12,토,KT,한화,수원케이티위즈파크,구름조금,29℃,2000
KBO,정규리그,2021 시즌,2021,06,11,금,LG,두산,서울 잠실 야구장,비,24.4℃,2472
KBO,정규리그,2021 시즌,2021,06,11,금,SSG,키움히어로즈,인천SSG 랜더스필드,비,22.6℃,2231
KBO,정규리그,2021 시즌,2021,06,11,금,롯데,KIA,부산 사직 야구장,비,22.9℃,0
KBO,정규리그,2021 시즌,2021,06,11,금,삼성,NC,대구 삼성 라이온즈 파크,비,25.5℃,1233
KBO,정규리그,2021 시즌,2021,06,11,금,KT,한화,수원케이티위즈파크,비,25.7℃,1661
KBO,정규리그,2021 시즌,2021,06,10,목,롯데,두산,부산 사직 야구장,구름많음,26℃,1422
KBO,정규리그,2021 시즌,2021,06,10,목,LG,NC,서울 잠실 야구장,비,29.8℃,1624
KBO,정규리그,2021 시즌,2021,06,10,목,SSG,KT,인천SSG 랜더스필드,비,28℃,0
KBO,정규리그,2021 시즌,2021,06,10,목,한화,키움히어로즈,대전 한화생명 이글스파크,비,31.6℃,872
KBO,정규리그,2021 시즌,2021,06,10,목,삼성,KIA,대구 삼성 라이온즈 파크,흐림,30.5℃,1597
KBO,정규리그,2021 시즌,2021,06,09,수,LG,NC,서울 잠실 야구장,구름조금,31.6℃,1736
KBO,정규리그,2021 시즌,2021,06,09,수,SSG,KT,인천SSG 랜더스필드,구름조금,29.5℃,1792
KBO,정규리그,2021 시즌,2021,06,09,수,롯데,두산,부산 사직 야구장,맑음,27.8℃,1308
KBO,정규리그,2021 시즌,2021,06,09,수,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,32.7℃,1341
KBO,정규리그,2021 시즌,2021,06,09,수,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,32.9℃,920
KBO,정규리그,2021 시즌,2021,06,08,화,롯데,두산,부산 사직 야구장,구름조금,26.2℃,1285
KBO,정규리그,2021 시즌,2021,06,08,화,LG,NC,서울 잠실 야구장,비,29.5℃,1847
KBO,정규리그,2021 시즌,2021,06,08,화,SSG,KT,인천SSG 랜더스필드,비,24.4℃,1902
KBO,정규리그,2021 시즌,2021,06,08,화,한화,키움히어로즈,대전 한화생명 이글스파크,구름많음,31.2℃,936
KBO,정규리그,2021 시즌,2021,06,08,화,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,33.2℃,1241
KBO,정규리그,2021 시즌,2021,06,06,일,두산,SSG,서울 잠실 야구장,구름조금,28.2℃,2427
KBO,정규리그,2021 시즌,2021,06,06,일,NC,한화,창원NC파크,구름조금,28.6℃,2296
KBO,정규리그,2021 시즌,2021,06,06,일,KT,롯데,수원케이티위즈파크,구름조금,27.5℃,2000
KBO,정규리그,2021 시즌,2021,06,06,일,KIA,LG,광주-기아 챔피언스 필드,맑음,28.7℃,1807
KBO,정규리그,2021 시즌,2021,06,06,일,키움히어로즈,삼성,서울고척스카이돔,구름조금,28.2℃,1674
KBO,정규리그,2021 시즌,2021,06,05,토,KT,롯데,수원케이티위즈파크,구름조금,25.9℃,2000
KBO,정규리그,2021 시즌,2021,06,05,토,두산,SSG,서울 잠실 야구장,구름조금,25.7℃,2427
KBO,정규리그,2021 시즌,2021,06,05,토,KIA,LG,광주-기아 챔피언스 필드,구름조금,27℃,2983
KBO,정규리그,2021 시즌,2021,06,05,토,NC,한화,창원NC파크,구름조금,28.2℃,3365
KBO,정규리그,2021 시즌,2021,06,05,토,키움히어로즈,삼성,서울고척스카이돔,구름조금,25.7℃,1674
KBO,정규리그,2021 시즌,2021,06,04,금,KIA,LG,광주-기아 챔피언스 필드,비,25.2℃,1230
KBO,정규리그,2021 시즌,2021,06,04,금,NC,한화,창원NC파크,비,27.3℃,1742
KBO,정규리그,2021 시즌,2021,06,04,금,키움히어로즈,삼성,서울고척스카이돔,구름조금,23.6℃,1585
KBO,정규리그,2021 시즌,2021,06,04,금,KT,롯데,수원케이티위즈파크,맑음,24.1℃,1709
KBO,정규리그,2021 시즌,2021,06,04,금,두산,SSG,서울 잠실 야구장,구름조금,23.6℃,2427
KBO,정규리그,2021 시즌,2021,06,03,목,LG,KT,서울 잠실 야구장,비,22.7℃,0
KBO,정규리그,2021 시즌,2021,06,03,목,SSG,삼성,인천SSG 랜더스필드,비,21.9℃,0
KBO,정규리그,2021 시즌,2021,06,03,목,NC,두산,창원NC파크,비,19.2℃,0
KBO,정규리그,2021 시즌,2021,06,03,목,키움히어로즈,롯데,서울고척스카이돔,비,22.7℃,1197
KBO,정규리그,2021 시즌,2021,06,03,목,한화,KIA,대전 한화생명 이글스파크,비,21.7℃,0
KBO,정규리그,2021 시즌,2021,06,02,수,한화,KIA,대전 한화생명 이글스파크,구름조금,30.6℃,1474
KBO,정규리그,2021 시즌,2021,06,02,수,키움히어로즈,롯데,서울고척스카이돔,구름조금,29.7℃,1048
KBO,정규리그,2021 시즌,2021,06,02,수,NC,두산,창원NC파크,흐림,28.6℃,1354
KBO,정규리그,2021 시즌,2021,06,02,수,SSG,삼성,인천SSG 랜더스필드,구름조금,27.4℃,2300
KBO,정규리그,2021 시즌,2021,06,02,수,LG,KT,서울 잠실 야구장,구름조금,29.7℃,1820
KBO,정규리그,2021 시즌,2021,06,01,화,LG,KT,서울 잠실 야구장,비,23.9℃,1656
KBO,정규리그,2021 시즌,2021,06,01,화,SSG,삼성,인천SSG 랜더스필드,비,22.3℃,2300
KBO,정규리그,2021 시즌,2021,06,01,화,NC,두산,창원NC파크,구름조금,28.7℃,1414
KBO,정규리그,2021 시즌,2021,06,01,화,한화,KIA,대전 한화생명 이글스파크,구름많음,28℃,1133
KBO,정규리그,2021 시즌,2021,06,01,화,키움히어로즈,롯데,서울고척스카이돔,비,23.9℃,1090
KBO,정규리그,2021 시즌,2021,05,30,일,LG,키움히어로즈,서울 잠실 야구장,비,26.3℃,2472
KBO,정규리그,2021 시즌,2021,05,30,일,롯데,NC,부산 사직 야구장,맑음,23.9℃,2874
KBO,정규리그,2021 시즌,2021,05,30,일,삼성,두산,대구 삼성 라이온즈 파크,구름조금,28.5℃,6500
KBO,정규리그,2021 시즌,2021,05,30,일,KIA,KT,광주-기아 챔피언스 필드,맑음,29.5℃,3179
KBO,정규리그,2021 시즌,2021,05,30,일,한화,SSG,대전 한화생명 이글스파크,비,28.8℃,2987
KBO,정규리그,2021 시즌,2021,05,29,토,롯데,NC,부산 사직 야구장,맑음,22.8℃,1544
KBO,정규리그,2021 시즌,2021,05,29,토,LG,키움히어로즈,서울 잠실 야구장,비,19.1℃,2429
KBO,정규리그,2021 시즌,2021,05,29,토,삼성,두산,대구 삼성 라이온즈 파크,구름조금,26.3℃,7033
KBO,정규리그,2021 시즌,2021,05,29,토,KIA,KT,광주-기아 챔피언스 필드,맑음,25.9℃,2352
KBO,정규리그,2021 시즌,2021,05,29,토,한화,SSG,대전 한화생명 이글스파크,구름조금,24.3℃,3900
KBO,정규리그,2021 시즌,2021,05,29,토,롯데,NC,부산 사직 야구장,맑음,22.8℃,3527
KBO,정규리그,2021 시즌,2021,05,28,금,LG,키움히어로즈,서울 잠실 야구장,비,19.7℃,2409
KBO,정규리그,2021 시즌,2021,05,28,금,롯데,NC,부산 사직 야구장,비,21.5℃,0
KBO,정규리그,2021 시즌,2021,05,28,금,삼성,두산,대구 삼성 라이온즈 파크,비,28.8℃,4027
KBO,정규리그,2021 시즌,2021,05,28,금,KIA,KT,광주-기아 챔피언스 필드,비,23.6℃,1032
KBO,정규리그,2021 시즌,2021,05,28,금,한화,SSG,대전 한화생명 이글스파크,비,19.7℃,1663
KBO,정규리그,2021 시즌,2021,05,27,목,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름많음,22.8℃,1047
KBO,정규리그,2021 시즌,2021,05,27,목,KT,SSG,수원케이티위즈파크,비,17.7℃,1141
KBO,정규리그,2021 시즌,2021,05,27,목,NC,삼성,창원NC파크,구름조금,24.5℃,1763
KBO,정규리그,2021 시즌,2021,05,27,목,롯데,LG,부산 사직 야구장,비,20.9℃,1310
KBO,정규리그,2021 시즌,2021,05,27,목,두산,한화,서울 잠실 야구장,비,18.7℃,2085
KBO,정규리그,2021 시즌,2021,05,26,수,두산,한화,서울 잠실 야구장,흐림,23℃,2385
KBO,정규리그,2021 시즌,2021,05,26,수,롯데,LG,부산 사직 야구장,비,22.1℃,1536
KBO,정규리그,2021 시즌,2021,05,26,수,NC,삼성,창원NC파크,흐림,23.9℃,2199
KBO,정규리그,2021 시즌,2021,05,26,수,KT,SSG,수원케이티위즈파크,구름많음,23.8℃,1420
KBO,정규리그,2021 시즌,2021,05,26,수,KIA,키움히어로즈,광주-기아 챔피언스 필드,흐림,24.9℃,1003
KBO,정규리그,2021 시즌,2021,05,25,화,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,22.8℃,0
KBO,정규리그,2021 시즌,2021,05,25,화,KT,SSG,수원케이티위즈파크,비,18.6℃,0
KBO,정규리그,2021 시즌,2021,05,25,화,NC,삼성,창원NC파크,비,24.2℃,0
KBO,정규리그,2021 시즌,2021,05,25,화,롯데,LG,부산 사직 야구장,구름조금,25.5℃,0
KBO,정규리그,2021 시즌,2021,05,25,화,두산,한화,서울 잠실 야구장,비,19.3℃,0
KBO,정규리그,2021 시즌,2021,05,23,일,두산,롯데,서울 잠실 야구장,구름많음,25.1℃,2427
KBO,정규리그,2021 시즌,2021,05,23,일,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,30.8℃,6780
KBO,정규리그,2021 시즌,2021,05,23,일,키움히어로즈,NC,서울고척스카이돔,구름많음,25.1℃,1618
KBO,정규리그,2021 시즌,2021,05,23,일,SSG,LG,인천SSG 랜더스필드,구름많음,22℃,2300
KBO,정규리그,2021 시즌,2021,05,23,일,한화,KT,대전 한화생명 이글스파크,구름많음,26.6℃,2516
KBO,정규리그,2021 시즌,2021,05,22,토,두산,롯데,서울 잠실 야구장,비,23.8℃,2427
KBO,정규리그,2021 시즌,2021,05,22,토,SSG,LG,인천SSG 랜더스필드,맑음,20.6℃,2300
KBO,정규리그,2021 시즌,2021,05,22,토,삼성,KIA,대구 삼성 라이온즈 파크,맑음,27.5℃,7033
KBO,정규리그,2021 시즌,2021,05,22,토,키움히어로즈,NC,서울고척스카이돔,비,23.8℃,1674
KBO,정규리그,2021 시즌,2021,05,22,토,한화,KT,대전 한화생명 이글스파크,맑음,25.5℃,3103
KBO,정규리그,2021 시즌,2021,05,21,금,두산,롯데,서울 잠실 야구장,비,18.2℃,2427
KBO,정규리그,2021 시즌,2021,05,21,금,SSG,LG,인천SSG 랜더스필드,비,17.9℃,2300
KBO,정규리그,2021 시즌,2021,05,21,금,삼성,KIA,대구 삼성 라이온즈 파크,흐림,21.5℃,3495
KBO,정규리그,2021 시즌,2021,05,21,금,키움히어로즈,NC,서울고척스카이돔,비,18.2℃,1009
KBO,정규리그,2021 시즌,2021,05,21,금,한화,KT,대전 한화생명 이글스파크,비,16.9℃,948
KBO,정규리그,2021 시즌,2021,05,20,목,한화,롯데,대전 한화생명 이글스파크,비,19.2℃,0
KBO,정규리그,2021 시즌,2021,05,20,목,KIA,SSG,광주-기아 챔피언스 필드,비,20.6℃,0
KBO,정규리그,2021 시즌,2021,05,20,목,KT,두산,수원케이티위즈파크,비,23.4℃,0
KBO,정규리그,2021 시즌,2021,05,20,목,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,20℃,0
KBO,정규리그,2021 시즌,2021,05,20,목,LG,NC,서울 잠실 야구장,비,22.9℃,1929
KBO,정규리그,2021 시즌,2021,05,19,수,LG,NC,서울 잠실 야구장,구름조금,26.6℃,2472
KBO,정규리그,2021 시즌,2021,05,19,수,삼성,키움히어로즈,대구 삼성 라이온즈 파크,구름많음,29.4℃,7033
KBO,정규리그,2021 시즌,2021,05,19,수,KT,두산,수원케이티위즈파크,구름조금,26.2℃,1956
KBO,정규리그,2021 시즌,2021,05,19,수,KIA,SSG,광주-기아 챔피언스 필드,구름많음,28.2℃,3378
KBO,정규리그,2021 시즌,2021,05,19,수,한화,롯데,대전 한화생명 이글스파크,구름조금,27.6℃,3900
KBO,정규리그,2021 시즌,2021,05,18,화,한화,롯데,대전 한화생명 이글스파크,구름많음,24.7℃,1927
KBO,정규리그,2021 시즌,2021,05,18,화,KIA,SSG,광주-기아 챔피언스 필드,구름많음,24℃,2446
KBO,정규리그,2021 시즌,2021,05,18,화,KT,두산,수원케이티위즈파크,구름조금,23.9℃,1722
KBO,정규리그,2021 시즌,2021,05,18,화,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,23.5℃,4225
KBO,정규리그,2021 시즌,2021,05,18,화,LG,NC,서울 잠실 야구장,구름조금,24.5℃,2428
KBO,정규리그,2021 시즌,2021,05,17,월,LG,삼성,서울 잠실 야구장,비,16.7℃,1975
KBO,정규리그,2021 시즌,2021,05,17,월,SSG,두산,인천SSG 랜더스필드,비,17.6℃,1664
KBO,정규리그,2021 시즌,2021,05,17,월,롯데,KT,부산 사직 야구장,비,16℃,0
KBO,정규리그,2021 시즌,2021,05,17,월,NC,KIA,창원NC파크,비,21.1℃,0
